trial,state,fold,recall_at_10,precision_at_10,lift_at_10,captured,reviewed,positives,average_precision,roc_auc,pr_auc_trapezoid,accuracy,precision,recall,f1,confusion_matrix,seconds,train_rows,valid_rows,train_positive,weight_ratio
0,COMPLETE,0,0.7222222222222222,0.5,7.222222222222221,78,156,108,0.6892731072492067,0.9186179981634527,0.6882445814433454,0.9532051282051283,0.6966292134831461,0.5740740740740741,0.6294416243654822,"[[1425, 27], [46, 62]]",4.506706500076689,3120,1560,218,13.311926605504587
0,COMPLETE,1,0.7614678899082569,0.532051282051282,7.614678899082569,83,156,109,0.7388219883562065,0.9460163506344881,0.7378144043370841,0.9602564102564103,0.8405797101449275,0.5321100917431193,0.651685393258427,"[[1440, 11], [51, 58]]",3.073206700035371,3120,1560,217,13.377880184331797
0,COMPLETE,2,0.7431192660550459,0.5192307692307693,7.431192660550459,81,156,109,0.7343555228557263,0.939503916944341,0.7333148925607285,0.9634615384615385,0.8023255813953488,0.6330275229357798,0.7076923076923077,"[[1434, 17], [40, 69]]",2.840888899983838,3120,1560,217,13.377880184331797
1,COMPLETE,0,0.7314814814814815,0.5064102564102564,7.314814814814814,79,156,108,0.7059022654540085,0.9211304968880726,0.7048996528961975,0.9583333333333334,0.7654320987654321,0.5740740740740741,0.656084656084656,"[[1433, 19], [46, 62]]",7.104752099956386,3120,1560,218,13.311926605504587
1,COMPLETE,1,0.7798165137614679,0.5448717948717948,7.798165137614678,85,156,109,0.762932918643699,0.9515487578955355,0.7620224189295576,0.9602564102564103,0.8852459016393442,0.4954128440366973,0.6352941176470588,"[[1444, 7], [55, 54]]",7.548885799944401,3120,1560,217,13.377880184331797
1,COMPLETE,2,0.7889908256880734,0.5512820512820513,7.889908256880735,86,156,109,0.7666444744189225,0.9500439431205308,0.7654798508643561,0.9647435897435898,0.8461538461538461,0.6055045871559633,0.7058823529411765,"[[1439, 12], [43, 66]]",7.17611689993646,3120,1560,217,13.377880184331797
2,COMPLETE,0,0.7314814814814815,0.5064102564102564,7.314814814814814,79,156,108,0.7083725021935672,0.9177316090194878,0.7075533401168944,0.9423076923076923,0.5692307692307692,0.6851851851851852,0.6218487394957983,"[[1396, 56], [34, 74]]",0.6585773000260815,3120,1560,218,13.311926605504587
2,COMPLETE,1,0.7339449541284404,0.5128205128205128,7.339449541284403,80,156,109,0.7021384863391973,0.945529498795516,0.7010598164434421,0.9435897435897436,0.5867768595041323,0.6513761467889908,0.6173913043478261,"[[1401, 50], [38, 71]]",0.7874392999801785,3120,1560,217,13.377880184331797
2,COMPLETE,2,0.7247706422018348,0.5064102564102564,7.247706422018348,79,156,109,0.726368372075238,0.9400413507925569,0.725566402907461,0.9397435897435897,0.5539568345323741,0.7064220183486238,0.6209677419354839,"[[1389, 62], [32, 77]]",0.758315599989146,3120,1560,217,13.377880184331797
3,COMPLETE,0,0.7129629629629629,0.4935897435897436,7.12962962962963,77,156,108,0.6474495116409618,0.9116352923171105,0.6460081309450451,0.9467948717948718,0.616822429906542,0.6111111111111112,0.6139534883720931,"[[1411, 41], [42, 66]]",3.498222899972461,3120,1560,218,13.311926605504587
