trial,state,value,n_estimators,learning_rate,subsample,colsample_bytree,reg_alpha,weight_multiplier,max_depth,min_child_weight,reg_lambda,gamma,mean_recall_at_10,mean_precision_at_10,mean_lift_at_10,mean_average_precision,mean_roc_auc,std_recall_at_10,seconds
16,COMPLETE,0.7606750481368217,400,0.11037837058856181,0.7213240707479862,0.8640426405729176,0.0,1.0514815216291518,7,10.278353593097114,1.639760541394408,0.0,0.7606750481368217,0.5299145299145298,7.606750481368217,0.7050373711890677,0.9311454623463313,0.015962465512314544,8.120954100042582
17,COMPLETE,0.7146902253935893,800,0.04892799483558167,0.7157704341426036,0.8778864970846278,0.0,1.1724439857213154,2,10.136559893044772,1.0441905988051827,0.0,0.7146902253935893,0.49786324786324787,7.146902253935893,0.6676776074510578,0.9198409800366046,0.020274413101630404,7.958386399899609
18,COMPLETE,0.7576169441612866,500,0.1502045328542302,0.721472074046348,0.7764102764010422,0.0,0.6749487361526931,5,1.4269334536540321,0.7121091014241249,0.0,0.7576169441612866,0.5277777777777777,7.5761694416128655,0.7178477365926946,0.9340247858182454,0.01250724273505555,11.43397910008207
19,COMPLETE,0.7484143164571299,700,0.04408870844345123,0.8127489377155896,0.6040275953657981,0.0,0.9746776460670896,6,5.610249449839212,9.873639143742857,0.0,0.7484143164571299,0.5213675213675213,7.484143164571299,0.711541467911276,0.9337573903137552,0.01254545535419289,24.285589599981904
20,COMPLETE,0.7453562124815948,700,0.05431158630932247,0.8367286459457548,0.8735096620038911,0.0,1.3473326094099178,4,14.965393281118015,1.5809394721619565,0.0,0.7453562124815948,0.5192307692307692,7.453562124815947,0.7123959396315281,0.9344898164324408,0.012343665570399079,16.338125399895944
21,COMPLETE,0.7637614678899083,1000,0.04242658571097283,0.7414085243988243,0.8235578666859822,0.0,0.9327954385369086,5,5.240020968034481,1.5195182148045798,0.0,0.7637614678899083,0.532051282051282,7.637614678899081,0.7212518034669282,0.9350242370928793,0.009730827264035078,28.91059830004815
22,COMPLETE,0.7698776758409785,400,0.041330293974651065,0.8970263947814701,0.8883682892029955,0.0,1.2884392628311214,6,9.282754299532934,0.6057739324981899,0.0,0.7698776758409785,0.5363247863247863,7.698776758409785,0.7227650573755239,0.9347309154970347,0.014055639381383966,16.652335799881257
23,COMPLETE,0.7208064333446597,300,0.016381215238255867,0.8478966675766499,0.8000703150178288,0.0,0.9854014063146445,5,4.424595625705909,0.9920063125854788,0.0,0.7208064333446597,0.5021367521367521,7.208064333446597,0.6685032581129428,0.925944978796696,0.016507685469980337,741.7706620999379
24,COMPLETE,0.7606750481368217,600,0.05747083859665016,0.8346801349395399,0.846485714490893,1.0,1.3144213069066928,6,9.34717902667164,0.5452180571711113,0.0,0.7606750481368217,0.5299145299145298,7.606750481368217,0.720845463810713,0.9343591197250675,0.015962465512314544,20.352526899892837
25,COMPLETE,0.757645259938838,700,0.03888614383323031,0.8739360405406346,0.9291959508362253,0.0,1.0643576627673004,4,4.600630208634133,1.7903821109334488,0.0,0.757645259938838,0.5277777777777778,7.576452599388379,0.7286562927010559,0.9344753828923152,0.009237802732105954,22.137454699957743
26,COMPLETE,0.7483860006795787,400,0.05318577182646099,0.7546924423074558,0.823112675486817,0.0,1.3087586310084098,4,5.3621266459556285,2.356199607931714,0.0,0.7483860006795787,0.5213675213675213,7.483860006795786,0.713652451890222,0.9329261655769674,0.01995955037404198,11.413733000052162
27,COMPLETE,0.7514724204326652,400,0.04810337991509352,0.7653715493578613,0.9411093213920527,0.0,1.089015975189709,6,8.244667098553915,0.9624290336736274,0.0,0.7514724204326652,0.5235042735042734,7.51472420432665,0.7214601170602721,0.9361623035530243,0.015997837967240417,15.840674599981867
