trial,state,value,n_estimators,learning_rate,subsample,colsample_bytree,reg_alpha,weight_multiplier,num_leaves,min_child_samples,reg_lambda,min_split_gain,mean_recall_at_10,mean_precision_at_10,mean_lift_at_10,mean_average_precision,mean_roc_auc,std_recall_at_10,seconds
0,COMPLETE,0.7432950191570882,200,0.05,1.0,1.0,0.0,1.0,31,20,0.0,0.0,0.7432950191570882,0.5173333333333333,7.421057471264368,0.6963708174321607,0.9327637358466906,0.014335852056605121,12.735729599953629
1,COMPLETE,0.7547892720306514,600,0.05,1.0,1.0,0.0,1.0,31,20,0.0,0.0,0.7547892720306514,0.5253333333333333,7.535816091954023,0.7196397452207509,0.9366083538764641,0.028671704113210295,23.857265099999495
2,COMPLETE,0.6704980842911876,400,0.02105046881249191,0.8036991485753546,0.6466188763898459,1.0,1.6245893643117046,25,5,0.0,5.0,0.6704980842911876,0.4666666666666666,6.694252873563218,0.5775968164200044,0.9176921731497156,0.010836885535426003,3.9189551000017673
3,COMPLETE,0.6973180076628352,800,0.016467806697216657,0.8461219039961204,0.6469157993452083,10.0,0.7406264168616243,114,6,10.0,0.0,0.6973180076628352,0.48533333333333334,6.962022988505747,0.6158797496814711,0.9233518469017,0.014335852056605172,15.09570579987485
4,COMPLETE,0.7394636015325671,1000,0.13491729299481894,0.9301052560981804,0.9841600514321942,0.0,0.5534845315019051,40,15,20.0,0.0,0.7394636015325671,0.5146666666666667,7.38280459770115,0.6789802507981584,0.9286419093066157,0.03792909937399105,39.21439780003857
5,COMPLETE,0.67816091954023,1100,0.10262306747473508,0.6959113344171589,0.6061058759059447,0.01,0.6431551336125194,86,8,10.0,5.0,0.67816091954023,0.472,6.770758620689655,0.6086960529205594,0.9141247636302433,0.0248304241318309,5.32534279988613
6,COMPLETE,0.7126436781609194,1400,0.04046259529745135,0.9621683693832426,0.6231311370853109,0.1,1.471708798933875,113,40,20.0,0.0,0.7126436781609194,0.496,7.11503448275862,0.6923241132164509,0.9305295672577149,0.037540072686332235,775.0410108000506
7,COMPLETE,0.7088122605363986,300,0.016533864068037522,0.6599568286230695,0.9502979213052027,1.0,0.569198261204622,20,42,0.0,0.0,0.7088122605363986,0.49333333333333335,7.076781609195401,0.6615606729812048,0.9269192564211721,0.005418442767713001,7.9617273000767455
8,COMPLETE,0.7164750957854406,100,0.04923113069759607,0.9375423633361013,0.9822487968582161,5.0,1.1716391996492423,19,37,0.1,1.0,0.7164750957854406,0.49866666666666665,7.153287356321839,0.6499650204566042,0.924942495734619,0.010836885535426003,2.4422278000274673
9,COMPLETE,0.6168582375478927,600,0.013268848781522511,0.6860478158872213,0.8595727252971546,10.0,0.501081704855248,9,41,0.01,5.0,0.6168582375478927,0.42933333333333334,6.158712643678161,0.5635654019734969,0.9068612406400876,0.030168612544106573,3.6559192000422627
10,COMPLETE,0.7547892720306514,1400,0.19254770086170556,0.8899678522950358,0.7139721850686929,0.0,0.8242822029654232,57,8,0.0,0.0,0.7547892720306514,0.5253333333333333,7.535816091954023,0.6867493023095735,0.935826229865257,0.039072946464312516,14.173240200034343
11,COMPLETE,0.7241379310344828,400,0.07546770159345367,0.9998307149693764,0.7584497475867743,5.0,0.8908537987851767,60,31,0.0,0.0,0.7241379310344828,0.504,7.229793103448276,0.6934388033805252,0.9292623283534804,0.0,5.155668599996716
12,COMPLETE,0.7739463601532567,1200,0.10737234671640485,0.9153494815707042,0.697862914692736,0.0,1.5175544224767932,40,14,0.0,0.0,0.7739463601532567,0.5386666666666667,7.727080459770114,0.708047900188101,0.9389877269232164,0.03295910064001007,18.936716399970464
13,COMPLETE,0.735632183908046,1200,0.10755993649053257,0.8850667391563926,0.6168975120626126,0.0,1.298433217400689,45,11,0.01,0.0,0.735632183908046,0.512,7.34455172413793,0.6773839680356456,0.9319222100118473,0.03383816423880402,18.220961599959992
14,COMPLETE,0.735632183908046,100,0.10201783254654902,0.9833789966969283,0.8768418956494732,0.0,1.5498037108514142,62,27,0.1,0.0,0.735632183908046,0.512,7.34455172413793,0.6683239269950695,0.9320806148748767,0.028155054514749138,4.962993200053461
15,COMPLETE,0.7203065134099617,500,0.027776748636595152,0.9772258942312997,0.7327183424928149,0.0,1.0243212713981797,25,8,0.0,0.5,0.7203065134099617,0.5013333333333333,7.191540229885057,0.6619897532943532,0.9266486481134971,0.01953647323215624,7.552269399864599
16,COMPLETE,0.7432950191570882,1100,0.028810657810279642,0.9940829413155756,0.8488441655502834,0.1,1.5739043083354713,64,30,0.0,0.0,0.7432950191570882,0.5173333333333333,7.421057471264368,0.7069699873550005,0.9376313852835283,0.028671704113210295,27.034380699973553
17,COMPLETE,0.7586206896551723,1200,0.09046134271769815,0.9480907071304453,0.8728133134423872,0.01,1.3130996796319088,44,13,0.0,0.0,0.7586206896551723,0.528,7.574068965517242,0.7070388568962148,0.9386940179063498,0.03383816423880401,15.036578099941835
18,COMPLETE,0.7241379310344828,700,0.10237114088899954,0.8960226408621502,0.8000623705541519,0.0,1.353349965469198,44,9,10.0,0.0,0.7241379310344828,0.504,7.229793103448276,0.6740650517928449,0.9326284316928529,0.03383816423880397,75.70366900006775
19,COMPLETE,0.7624521072796936,900,0.05607902447791679,0.9748781644037683,0.603249826069687,0.0,1.8787543404785474,50,6,0.0,0.0,0.7624521072796936,0.5306666666666667,7.612321839080461,0.7088512326433599,0.9367502582329278,0.03016861254410657,33.77810720005073
20,COMPLETE,0.7586206896551723,1400,0.11832913675727552,0.8361866265021907,0.738080727427392,0.0,1.3903004549764784,27,12,0.0,0.0,0.7586206896551723,0.528,7.574068965517242,0.6996903089885581,0.9355985228746523,0.037540072686332235,17.524927699938416
21,COMPLETE,0.7049808429118775,900,0.05614548329121894,0.88183977049613,0.6636848085211653,10.0,1.4549283709571832,31,7,0.0,0.0,0.7049808429118775,0.49066666666666664,7.038528735632184,0.6463789023834817,0.9284736041396471,0.005418442767713001,8.686287099961191
22,COMPLETE,0.735632183908046,600,0.10642165232496135,0.9351072407168821,0.6442060974050419,0.1,1.727347330199547,37,11,0.0,0.0,0.735632183908046,0.512,7.344551724137932,0.684305072218199,0.935803129156065,0.009385018171583047,10.197153800167143
23,COMPLETE,0.7318007662835249,1200,0.07754833141729266,0.9398998210707019,0.6954583507751431,0.01,1.2110621667411574,57,5,0.0,0.0,0.7318007662835249,0.5093333333333333,7.306298850574713,0.6856944457194158,0.9371594707957535,0.028671704113210243,17.886962500051595
24,COMPLETE,0.7624521072796936,1300,0.05875894759492327,0.8702814644471162,0.9038478987193556,0.01,1.199076492001302,56,16,0.0,0.0,0.7624521072796936,0.5306666666666667,7.612321839080461,0.6943359292344038,0.9387336191221071,0.023618444455819853,16.17399769986514
25,COMPLETE,0.6896551724137931,1400,0.19035023469777088,0.9776688060533033,0.730883915602093,0.0,1.4725430629564866,38,7,0.0,1.0,0.6896551724137931,0.48,6.88551724137931,0.6212146298946329,0.9145075753825642,0.018770036343166138,3.649409999954514
26,COMPLETE,0.735632183908046,1100,0.06535859894801413,0.9695552781966084,0.6076565436986829,0.0,1.6339444041947015,52,7,20.0,0.0,0.735632183908046,0.512,7.344551724137932,0.6806059370564727,0.9315624989687183,0.043007556169815414,30.445805999916047
27,COMPLETE,0.7432950191570882,700,0.0439637129978722,0.9886587059324217,0.6052840007582939,0.1,1.5351041024192618,71,14,0.0,0.0,0.7432950191570882,0.5173333333333333,7.421057471264368,0.6918943067728609,0.9356018229759654,0.03016861254410652,9.94378920015879
28,COMPLETE,0.7586206896551723,500,0.06053165238101066,0.9665583958322387,0.6528223802776847,0.0,1.1599970239575748,29,13,0.0,0.0,0.7586206896551723,0.528,7.574068965517242,0.7128930243102231,0.9350441058540498,0.04966084826366175,8.58886719995644
29,COMPLETE,0.7279693486590038,1400,0.16684347503996286,0.8412192500894325,0.9879377363433282,0.01,1.3400345934151112,64,10,0.0,0.0,0.7279693486590038,0.5066666666666667,7.268045977011494,0.6710430816504745,0.9373970780902973,0.010836885535426001,9.013274499797262
30,COMPLETE,0.735632183908046,1300,0.16985002635327617,0.8956622441377635,0.8467093562096221,0.0,1.748805115220102,40,10,0.0,0.0,0.735632183908046,0.512,7.344551724137932,0.6951058107282072,0.9340705759666821,0.043007556169815456,12.515470399986953
31,COMPLETE,0.7586206896551725,1200,0.06895545402808802,0.8898329797480723,0.8612655257428496,0.01,0.9630795236232189,78,24,0.0,0.0,0.7586206896551725,0.528,7.574068965517242,0.7004909740927262,0.9375719834598923,0.018770036343166138,19.71040310023818
