trial,state,fold,recall_at_10,precision_at_10,lift_at_10,captured,reviewed,positives,average_precision,roc_auc,pr_auc_trapezoid,accuracy,precision,recall,f1,confusion_matrix,seconds,train_rows,valid_rows,train_positive,weight_ratio
0,COMPLETE,0,0.7701149425287356,0.536,7.688827586206897,67,125,87,0.7108117740433763,0.9442414882136883,0.7093683987972289,0.9575320512820513,0.7236842105263158,0.632183908045977,0.6748466257668712,"[[1140, 21], [32, 55]]",5.320323200081475,2496,1248,174,13.344827586206897
0,COMPLETE,1,0.7471264367816092,0.52,7.459310344827586,65,125,87,0.6941586346192891,0.9219856049580722,0.6926832979210858,0.9551282051282052,0.7012987012987013,0.6206896551724138,0.6585365853658537,"[[1138, 23], [33, 54]]",4.812575899995863,2496,1248,174,13.344827586206897
0,COMPLETE,2,0.7011494252873564,0.488,7.000275862068965,61,125,87,0.6861571644988202,0.9312621897492254,0.6848443238435531,0.9511217948717948,0.6857142857142857,0.5517241379310345,0.6114649681528662,"[[1139, 22], [39, 48]]",4.471606100094505,2496,1248,174,13.344827586206897
1,COMPLETE,0,0.7701149425287356,0.536,7.688827586206897,67,125,87,0.7150033000373213,0.943281158731573,0.7136298545904965,0.9567307692307693,0.7323943661971831,0.5977011494252874,0.6582278481012658,"[[1142, 19], [35, 52]]",5.521555699990131,2496,1248,174,13.344827586206897
1,COMPLETE,1,0.7471264367816092,0.52,7.459310344827586,65,125,87,0.7045979374386998,0.9241735721286644,0.7032414878767201,0.9591346153846154,0.7432432432432432,0.632183908045977,0.6832298136645962,"[[1142, 19], [32, 55]]",6.73990349995438,2496,1248,174,13.344827586206897
1,COMPLETE,2,0.7011494252873564,0.488,7.000275862068965,61,125,87,0.6899262357819248,0.9312423891413467,0.6886705078949344,0.9535256410256411,0.7164179104477612,0.5517241379310345,0.6233766233766234,"[[1142, 19], [39, 48]]",5.70704799995292,2496,1248,174,13.344827586206897
2,COMPLETE,0,0.7586206896551724,0.528,7.574068965517242,66,125,87,0.7168786399981117,0.9396180462740207,0.7155956911114256,0.9527243589743589,0.6666666666666666,0.6436781609195402,0.6549707602339181,"[[1133, 28], [31, 56]]",3.367320299963467,2496,1248,174,13.344827586206897
2,COMPLETE,1,0.7816091954022989,0.544,7.8035862068965525,68,125,87,0.7284176422822602,0.9286386092053025,0.7273458035892982,0.9511217948717948,0.6354166666666666,0.7011494252873564,0.6666666666666666,"[[1126, 35], [26, 61]]",3.5085705999517813,2496,1248,174,13.344827586206897
2,COMPLETE,2,0.7241379310344828,0.504,7.229793103448276,63,125,87,0.7028528086322559,0.9414298018949182,0.7016168598084667,0.9503205128205128,0.6666666666666666,0.5747126436781609,0.6172839506172839,"[[1136, 25], [37, 50]]",3.4459948000730947,2496,1248,174,13.344827586206897
3,COMPLETE,0,0.7241379310344828,0.504,7.229793103448276,63,125,87,0.6634791303236133,0.939865553872504,0.6617094054784475,0.9350961538461539,0.5272727272727272,0.6666666666666666,0.5888324873096447,"[[1109, 52], [29, 58]]",4.3985062999418005,2496,1248,174,13.344827586206897
3,COMPLETE,1,0.735632183908046,0.512,7.344551724137931,64,125,87,0.6928378404503563,0.919857039611116,0.6916104011154318,0.9391025641025641,0.5495495495495496,0.7011494252873564,0.6161616161616161,"[[1111, 50], [26, 61]]",4.597265099990182,2496,1248,174,13.344827586206897
3,COMPLETE,2,0.7011494252873564,0.488,7.000275862068965,61,125,87,0.6480948580212884,0.9289554189313612,0.6464063847040803,0.9326923076923077,0.5132743362831859,0.6666666666666666,0.58,"[[1106, 55], [29, 58]]",4.574826700030826,2496,1248,174,13.344827586206897
4,COMPLETE,0,0.7701149425287356,0.536,7.688827586206897,67,125,87,0.6702515493861683,0.9429049471818785,0.6683795870604441,0.9519230769230769,0.684931506849315,0.5747126436781609,0.625,"[[1138, 23], [37, 50]]",17.6874757000478,2496,1248,174,13.344827586206897
4,COMPLETE,1,0.7241379310344828,0.504,7.229793103448276,63,125,87,0.6714939968908771,0.9213618858098944,0.6699766069120007,0.9519230769230769,0.68,0.5862068965517241,0.6296296296296297,"[[1137, 24], [36, 51]]",15.039705700008199,2496,1248,174,13.344827586206897
4,COMPLETE,2,0.6781609195402298,0.472,6.770758620689654,59,125,87,0.6257491814898342,0.924015167265635,0.6239130023720764,0.9479166666666666,0.6486486486486487,0.5517241379310345,0.5962732919254659,"[[1135, 26], [39, 48]]",742.4435995999957,2496,1248,174,13.344827586206897
5,COMPLETE,0,0.7701149425287356,0.536,7.688827586206897,67,125,87,0.7163359673258135,0.9455087271179226,0.7150189065009176,0.9567307692307693,0.746268656716418,0.5747126436781609,0.6493506493506493,"[[1144, 17], [37, 50]]",8.638308599940501,2496,1248,174,13.344827586206897
5,COMPLETE,1,0.7586206896551724,0.528,7.574068965517242,66,125,87,0.7227031077288681,0.9216687952320136,0.7215017776911921,0.9591346153846154,0.7571428571428571,0.6091954022988506,0.6751592356687898,"[[1144, 17], [34, 53]]",8.55791610002052,2496,1248,174,13.344827586206897
5,COMPLETE,2,0.7011494252873564,0.488,7.000275862068965,61,125,87,0.6934263387297337,0.9360638371598009,0.6921034229055864,0.9551282051282052,0.746031746031746,0.5402298850574713,0.6266666666666667,"[[1145, 16], [40, 47]]",7.488752700039186,2496,1248,174,13.344827586206897
6,COMPLETE,0,0.6781609195402298,0.472,6.770758620689654,59,125,87,0.6066718138176367,0.923084538695338,0.6037217829414134,0.9391025641025641,0.5604395604395604,0.5862068965517241,0.5730337078651685,"[[1121, 40], [36, 51]]",1.4703059999737889,2496,1248,174,13.344827586206897
