trial,state,value,n_estimators,learning_rate,subsample,colsample_bytree,reg_alpha,weight_multiplier,max_depth,min_child_weight,reg_lambda,gamma,mean_recall_at_10,mean_precision_at_10,mean_lift_at_10,mean_average_precision,mean_roc_auc,std_recall_at_10,seconds
10,COMPLETE,0.6307137129109863,200,0.010249231947855857,0.6337402784195221,0.627209619433592,0.0,0.6273254508899415,7,1.579860198138426,0.2211567446428155,0.01,0.6307137129109863,0.4373333333333333,6.297045709703287,0.5392296483958031,0.9066600310206114,0.04344848011702897,11.397671299986541
11,COMPLETE,0.615432593780629,200,0.012711987775915975,0.8870241024044165,0.6768214108985152,1.0,1.2535442699102697,3,6.028362532221408,0.5330428913410752,0.5,0.615432593780629,0.4266666666666667,6.144479016305801,0.5286979829434776,0.9006044587117877,0.047746929400583914,2.842630199971609
12,COMPLETE,0.6997237815200927,800,0.01391202814292291,0.9464111243736705,0.7870827703291291,0.0,0.9402963192074507,5,3.3428678281689277,0.5714164749588004,1.0,0.6997237815200927,0.48533333333333334,6.986042234696605,0.6522391157886475,0.9149391147495837,0.05164208836008944,21.374230699962936
13,COMPLETE,0.7074311681368618,900,0.013171423989479196,0.8327403960307981,0.7160183480743814,0.0,1.4951893371601928,6,2.3688895744495295,1.504520786222016,0.01,0.7074311681368618,0.49066666666666664,7.062992782678428,0.655124910991321,0.9198854113943501,0.05003128513666882,28.96248949994333
14,COMPLETE,0.6882740800142564,800,0.023865388116388754,0.7759186204932762,0.6764875864988928,0.0,0.589814147833491,5,1.8004634478658144,1.3684925829317314,0.01,0.6882740800142564,0.47733333333333333,6.871728414862336,0.6640895077583931,0.9209851431767699,0.0344638162085932,18.381950699840672
15,COMPLETE,0.6844872137574624,900,0.017341962877834755,0.8980164499753862,0.6371352319002742,0.0,0.919766108132946,6,2.0319257069984786,4.18464497015465,5.0,0.6844872137574624,0.4746666666666666,6.833920342154504,0.6284557967574879,0.9176329459872078,0.03012594978515431,11.513951000059023
16,COMPLETE,0.7035106477768868,700,0.01318805720901201,0.8347163521078074,0.706117808874942,1.0,1.6203197820592303,5,2.223603945013329,0.48650285656035447,0.01,0.7035106477768868,0.488,7.023850307404437,0.6374857949275112,0.918140732746657,0.06239192790008879,17.788101899903268
17,COMPLETE,0.6882295286465294,200,0.021816740791004433,0.8552332341209934,0.7511348171016826,0.0,1.4691341020082516,6,4.723760616597415,0.7320056123185698,0.01,0.6882295286465294,0.47733333333333333,6.871283614006949,0.6059409315755174,0.914020889959394,0.04868157939109368,7.470043600071222
18,COMPLETE,0.665374677002584,700,0.010135738377709045,0.8971573463635256,0.7455052433738365,0.0,0.955606972921917,3,6.258011449335248,0.8757976968064896,0.01,0.665374677002584,0.4613333333333333,6.6431007751937985,0.5991966534153913,0.9091960623191131,0.018858757618357865,8.285948900040239
19,COMPLETE,0.6998128842555467,1200,0.01543963713973307,0.7506134028773344,0.6748278205513847,0.0,1.3387067413796252,5,3.3156209524612876,0.7202453149894931,0.01,0.6998128842555467,0.48533333333333334,6.9869318364073765,0.6549689409579815,0.9170636969708155,0.0356580196824754,23.085798100102693
20,COMPLETE,0.6883186313819835,1100,0.01716370451860401,0.8250089977981289,0.724966996284555,0.0,1.0374461484831834,7,4.237972961310524,6.993328683680512,0.01,0.6883186313819835,0.47733333333333333,6.872173215717722,0.6564142124949551,0.9194897698591706,0.02668890949437822,30.86998489999678
21,COMPLETE,0.6958923638955716,800,0.014950502478753862,0.7902127546707425,0.7091394763707762,0.0,0.8342150109846735,5,3.043325171547647,2.0602867668693454,0.01,0.6958923638955716,0.48266666666666663,6.947789361133386,0.650544209152353,0.9189041765372213,0.05009174789068568,17.598439900088124
22,COMPLETE,0.7112625857613829,600,0.017443069278509398,0.8321652388613765,0.786911610451152,1.0,1.5490627032699462,5,1.7176080927164976,0.9494900196017596,0.01,0.7112625857613829,0.49333333333333335,7.101245656241647,0.6433269558826338,0.9177132531858573,0.0507191445117322,15.591810299898498
23,COMPLETE,0.7113071371291099,700,0.0180852926090763,0.8876424168837714,0.78601522190831,0.01,1.5702686002600579,6,2.729337733545041,0.9397307421993378,0.01,0.7113071371291099,0.49333333333333335,7.101690457097033,0.6596134002501354,0.9200326876455073,0.0427865731901083,21.9849916001549
24,COMPLETE,0.6921054976387775,400,0.027715551857385348,0.7572666831363842,0.8411189797334915,5.0,1.6058289523355076,5,2.4490892103053103,0.8319786579946944,0.01,0.6921054976387775,0.48,6.909981288425555,0.6280120283128011,0.9171551824816581,0.03746804458962216,11.774489600094967
25,COMPLETE,0.6920609462710505,900,0.011095849987700811,0.7692833899557375,0.7900943695060489,1.0,1.7197208579409227,6,1.9303530736342238,1.1076339080378694,0.01,0.6920609462710505,0.48,6.9095364875701675,0.6407588091460678,0.9173979657096298,0.046324339920908446,27.915069200098515
26,COMPLETE,0.7036443018800678,900,0.017613384845572077,0.853924300520312,0.7741085005029529,0.01,1.360112152475876,7,2.492345550630149,0.7003148391374472,0.01,0.7036443018800678,0.488,7.0251847099705955,0.6670723299253898,0.9230439150729776,0.037405536348434715,17.678158500115387
27,COMPLETE,0.672992960883899,600,0.01009393334260694,0.8753370724095447,0.7855131799197836,10.0,1.38354500745691,6,3.4150519039340645,0.48952326722491935,0.01,0.672992960883899,0.4666666666666666,6.719161721464849,0.6102048001534922,0.9178953154016734,0.03629380938495343,14.094985199859366
28,COMPLETE,0.7074311681368618,400,0.02602646216591805,0.8360357453021161,0.7419873422891501,1.0,1.2589366318318256,5,2.3527109500352883,0.5204048763285829,0.01,0.7074311681368618,0.49066666666666664,7.062992782678428,0.6410091080489139,0.9175771808070583,0.04823870189240969,7.291848599910736
29,COMPLETE,0.7075202708723157,1000,0.015661412406552482,0.8601387396494604,0.6792789584564781,0.0,1.644168303546324,6,1.7119084655414474,2.2655416989117123,0.01,0.7075202708723157,0.49066666666666664,7.0638823843892,0.6590330748487547,0.9221020031098087,0.031974786953993264,18.373006000067107
30,COMPLETE,0.7036443018800678,1300,0.01136161887485057,0.9043322365945979,0.7571179822601621,0.0,1.647952903162944,6,1.041623503496097,3.884790911711623,0.01,0.7036443018800678,0.488,7.0251847099705955,0.6586462348650253,0.9209970371735853,0.037405536348434715,35.41705019993242
31,COMPLETE,0.6843981110220083,600,0.02242857898107517,0.837586172316899,0.7744543910296268,0.0,1.4937413261954515,6,2.85960694892113,2.761335398302489,0.01,0.6843981110220083,0.4746666666666666,6.833030740443732,0.6558583355973716,0.9189713316109304,0.044135455025650895,17.606362600112334
32,COMPLETE,0.669072440523924,400,0.0164927470213866,0.7724315691679413,0.7625256308301092,0.0,1.6575868965953506,5,1.4469481230933272,1.110808485933408,0.01,0.669072440523924,0.46399999999999997,6.680019246190857,0.6104763612009435,0.9135265322266735,0.03058392175933961,10.502872199984267
33,COMPLETE,0.7036443018800678,800,0.02091892634718872,0.9436849482050429,0.6784404043170286,0.0,1.6852668150294035,6,1.0935327302561493,2.2596780594829786,0.01,0.7036443018800678,0.488,7.0251847099705955,0.6668927715428277,0.9209549466817513,0.037405536348434715,16.62041239987593
34,COMPLETE,0.7190145237458788,1000,0.01417912260783671,0.9233918909434181,0.6097016094669724,0.0,1.4163993045415972,5,1.4348700705689788,1.4303585824447587,0.01,0.7190145237458788,0.49866666666666665,7.178641005078856,0.655782573757994,0.918249089386459,0.0408489641868415,14.668245499953628
35,COMPLETE,0.6958923638955716,1400,0.012180866060199927,0.9275142107031932,0.6543600520904426,0.0,1.6524148174466529,6,1.839008389704138,1.6011370184827611,0.01,0.6958923638955716,0.48266666666666663,6.947789361133386,0.6624391320624833,0.9201405657422185,0.048301408619026064,29.445066899992526
36,COMPLETE,0.7075202708723157,700,0.026194554137929708,0.8810686800721608,0.6685365773184703,0.0,1.606710856034107,6,2.6045272513150715,1.9319408928447779,0.01,0.7075202708723157,0.49066666666666664,7.0638823843892,0.661271626878989,0.9207699635070709,0.031974786953993264,14.993224600097165
37,COMPLETE,0.6998574356232736,900,0.021766637822282397,0.8652974739470286,0.6038363815387616,0.0,1.295631246310613,4,1.0841393185631782,0.7127483408932537,0.01,0.6998574356232736,0.48533333333333334,6.987376637262764,0.652563386795187,0.9174485421762689,0.02662688815097968,10.722874699975364
38,COMPLETE,0.7112625857613829,800,0.022400034693957547,0.8990442824096802,0.744383791126955,0.01,1.3451410119138352,5,3.9172479974380194,0.40147731063272823,0.01,0.7112625857613829,0.49333333333333335,7.101245656241647,0.660344569549023,0.9166094843173648,0.0515801336376993,12.61440940015018
39,COMPLETE,0.6997683328878197,500,0.015045524975389963,0.8382008072728084,0.757320786973635,1.0,1.1515862984072054,5,2.037861950458098,1.1677373314036132,0.01,0.6997683328878197,0.48533333333333334,6.986487035551991,0.6397256725113167,0.9209859625220614,0.04485767462711648,9.175651600002311
