trial,state,fold,recall_at_10,precision_at_10,lift_at_10,captured,reviewed,positives,average_precision,roc_auc,pr_auc_trapezoid,accuracy,precision,recall,f1,confusion_matrix,seconds,train_rows,valid_rows,train_positive,weight_ratio
0,COMPLETE,0,0.6627906976744186,0.456,6.617302325581395,57,125,86,0.6524742197356418,0.9079273906256256,0.6512007194273881,0.9519230769230769,0.7321428571428571,0.47674418604651164,0.5774647887323944,"[[1147, 15], [45, 41]]",1.7210249999770895,2496,1248,174,13.344827586206897
0,COMPLETE,1,0.7241379310344828,0.504,7.229793103448276,63,125,87,0.6188660029481438,0.9247081885413883,0.6153411296735513,0.9431089743589743,0.5975609756097561,0.5632183908045977,0.5798816568047337,"[[1128, 33], [38, 49]]",1.9643395999446511,2496,1248,173,13.427745664739884
0,COMPLETE,2,0.735632183908046,0.512,7.344551724137931,64,125,87,0.7109713713637659,0.9228964329204906,0.7097848653822454,0.9607371794871795,0.8275862068965517,0.5517241379310345,0.6620689655172414,"[[1151, 10], [39, 48]]",2.0411496000597253,2496,1248,173,13.427745664739884
1,COMPLETE,0,0.7093023255813954,0.488,7.08167441860465,61,125,86,0.6747615042010091,0.902643797782492,0.673678417361289,0.9575320512820513,0.8113207547169812,0.5,0.6187050359712231,"[[1152, 10], [43, 43]]",4.93101070006378,2496,1248,174,13.344827586206897
1,COMPLETE,1,0.7011494252873564,0.488,7.000275862068965,61,125,87,0.6291420494123361,0.927227815893948,0.6254919694731009,0.9487179487179487,0.6666666666666666,0.5287356321839081,0.5897435897435898,"[[1138, 23], [41, 46]]",5.989423499908298,2496,1248,173,13.427745664739884
1,COMPLETE,2,0.6896551724137931,0.48,6.8855172413793095,60,125,87,0.7142995888355713,0.9280346906650033,0.7130366892266297,0.9631410256410257,0.8596491228070176,0.5632183908045977,0.6805555555555556,"[[1153, 8], [38, 49]]",4.609790400019847,2496,1248,173,13.427745664739884
2,COMPLETE,0,0.6627906976744186,0.456,6.617302325581395,57,125,86,0.6322590462395085,0.9111495817155666,0.6307071732847559,0.9318910256410257,0.5047619047619047,0.6162790697674418,0.5549738219895288,"[[1110, 52], [33, 53]]",0.7027611999073997,2496,1248,174,13.344827586206897
2,COMPLETE,1,0.6781609195402298,0.472,6.770758620689654,59,125,87,0.6150156706898252,0.9187185046580929,0.6132410191374834,0.9198717948717948,0.45185185185185184,0.7011494252873564,0.5495495495495496,"[[1087, 74], [26, 61]]",0.7149515999481082,2496,1248,173,13.427745664739884
2,COMPLETE,2,0.6896551724137931,0.48,6.8855172413793095,60,125,87,0.6673723994674124,0.9208569703089884,0.6657315070006337,0.9391025641025641,0.5523809523809524,0.6666666666666666,0.6041666666666666,"[[1114, 47], [29, 58]]",0.8059229999780655,2496,1248,173,13.427745664739884
3,COMPLETE,0,0.6627906976744186,0.456,6.617302325581395,57,125,86,0.6544127417216523,0.906056118160349,0.6531706976913645,0.9439102564102564,0.5975609756097561,0.5697674418604651,0.5833333333333334,"[[1129, 33], [37, 49]]",4.766749699949287,2496,1248,174,13.344827586206897
