trial,state,value,n_estimators,learning_rate,subsample,colsample_bytree,reg_alpha,weight_multiplier,num_leaves,min_child_samples,reg_lambda,min_split_gain,mean_recall_at_10,mean_precision_at_10,mean_lift_at_10,mean_average_precision,mean_roc_auc,std_recall_at_10,seconds
0,COMPLETE,0.7075202708723157,200,0.05,1.0,1.0,0.0,1.0,31,20,0.0,0.0,0.7075202708723157,0.49066666666666664,7.0638823843892,0.6607705313491837,0.9185106706958348,0.031974786953993264,5.726514199981466
1,COMPLETE,0.7000356410941816,600,0.05,1.0,1.0,0.0,1.0,31,20,0.0,0.0,0.7000356410941816,0.48533333333333334,6.989155840684308,0.6727343808163054,0.9193021014471477,0.008059488954829584,15.530224599991925
2,COMPLETE,0.6768689298761471,300,0.14851843688457803,0.9888109515557393,0.9947993005881844,1.0,1.938591013921168,103,8,20.0,0.5,0.6768689298761471,0.4693333333333333,6.757859395883453,0.638215705465582,0.9169083522275493,0.011005360170531938,2.2236357998335734
3,COMPLETE,0.6921946003742315,900,0.03739367042436452,0.9361415702860749,0.874686546603076,0.1,1.7656389291490648,14,38,20.0,0.0,0.6921946003742315,0.48,6.9108708901363265,0.6581513215064648,0.9135027286129423,0.021314651967842897,14.02299049985595
4,COMPLETE,0.661365053907155,500,0.11875009887286503,0.8363800349808128,0.9313090153582992,0.1,0.8892124659590147,78,48,0.1,1.0,0.661365053907155,0.4586666666666666,6.603068698209035,0.6253423668725241,0.9059188671739382,0.03485039105383691,2.332268500002101
5,COMPLETE,0.6499153524013187,600,0.09804938061923746,0.7847533283327828,0.6893266518202684,10.0,0.8446166239723758,30,34,0.01,0.01,0.6499153524013187,0.4506666666666666,6.488754878374766,0.5952348993753218,0.9101387822675003,0.0281544905394972,2.570071000023745
6,COMPLETE,0.7037334046155217,500,0.029062654560512054,0.9361181669089655,0.8089500162020316,0.0,1.3590118278825776,17,11,0.0,0.0,0.7037334046155217,0.488,7.026074311681369,0.6605050692142939,0.9143247619818968,0.02125319717114169,7.662665399955586
7,COMPLETE,0.6884077341174374,800,0.02161749809767948,0.9850478240435666,0.9426921029513229,0.01,0.9005284639897282,83,5,20.0,0.5,0.6884077341174374,0.47733333333333333,6.873062817428495,0.6400028327312876,0.9177642868954493,0.017205366758492005,9.992700499948114
8,COMPLETE,0.6807003475006682,1300,0.01718250270193201,0.9730134143533695,0.8347774929493554,5.0,1.0552310814753694,104,89,1.0,0.0,0.6807003475006682,0.472,6.796112269446671,0.6603567047258441,0.9149820970071767,0.02264270396337903,9.500399900018238
9,COMPLETE,0.6691615432593782,700,0.012247689655968869,0.9472160176025028,0.777199388762308,10.0,1.3099960099416545,10,28,5.0,0.01,0.6691615432593782,0.46399999999999997,6.68090884790163,0.6258915326133283,0.9158290387569975,0.022678002804755404,7.411706299870275
10,COMPLETE,0.6845317651251893,1600,0.0274823795825395,0.658060168263315,0.8549492769125973,0.0,1.721832055416112,50,14,0.0,0.0,0.6845317651251893,0.4746666666666666,6.83436514300989,0.6078146655937128,0.9162828893081096,0.020844994138440216,34.19027130003087
11,COMPLETE,0.672992960883899,100,0.07317545795029604,0.9071231465827455,0.9142125332348393,0.0,1.0328774686656914,26,37,10.0,0.0,0.672992960883899,0.4666666666666666,6.719161721464848,0.6388368856087633,0.9162630745001392,0.044965199080165164,2.192680199863389
