trial,state,value,n_estimators,learning_rate,subsample,colsample_bytree,reg_alpha,weight_multiplier,max_depth,min_child_weight,reg_lambda,gamma,mean_recall_at_10,mean_precision_at_10,mean_lift_at_10,mean_average_precision,mean_roc_auc,std_recall_at_10,seconds
0,COMPLETE,0.7279693486590038,400,0.05,0.8,0.8,0.0,1.0,5,5.0,1.0,0.0,0.7279693486590038,0.5066666666666667,7.268045977011496,0.6953645355104664,0.9257345200497654,0.0516886496675557,21.650478800060228
1,COMPLETE,0.7088122605363986,600,0.05,0.8,0.8,0.0,1.0,5,5.0,1.0,0.0,0.7088122605363986,0.49333333333333335,7.076781609195403,0.6964720650044441,0.925510113160474,0.04629519530112862,23.725916900089942
2,COMPLETE,0.6743295019157088,200,0.15759389243591163,0.7892058628438994,0.8636228396886931,5.0,1.194601458063386,2,8.584939921505205,7.747126427877494,0.1,0.6743295019157088,0.4693333333333333,6.732505747126436,0.6479802154939224,0.9139515083113051,0.03907294646431253,4.5077003999613225
3,COMPLETE,0.6704980842911877,1300,0.012318917717751182,0.8243217701828812,0.7511885188154197,5.0,1.1708383318270679,2,9.339243698750616,6.308774315425959,1.0,0.6704980842911877,0.4666666666666666,6.694252873563218,0.6272523997968106,0.9144003220898881,0.019536473232156275,28.633267800090834
4,COMPLETE,0.6973180076628352,600,0.012047219883886231,0.6350295865465729,0.9401315567490431,0.1,1.065250992077587,5,1.4094074579951117,0.10622245171875838,0.1,0.6973180076628352,0.48533333333333334,6.962022988505747,0.6462131056096406,0.9186360021252652,0.042319390870449274,33.855989500065334
5,COMPLETE,0.7164750957854406,1600,0.054633395158876524,0.8630515787957538,0.9943880005795765,0.01,0.765855594498254,6,1.3929175486173069,0.23277125208371607,0.1,0.7164750957854406,0.49866666666666665,7.153287356321839,0.6939854229087717,0.930717673032562,0.04435186552793189,25.547469699871726
6,COMPLETE,0.7088122605363983,1100,0.048268427656999124,0.9118223200849673,0.8993515239097627,0.0,1.4757855815557812,7,17.87301272925544,0.10223532574100591,5.0,0.7088122605363983,0.49333333333333335,7.076781609195403,0.6684633969338046,0.9223007646334743,0.042319390870449274,12.426368699874729
7,COMPLETE,0.6896551724137931,1100,0.1818567243422416,0.6242534907165359,0.7546677121267005,5.0,0.8359055961994416,7,9.535310432009723,1.4404291861974132,0.0,0.6896551724137931,0.48,6.88551724137931,0.6480064807759963,0.914486124724029,0.043007556169815414,12.323750599985942
8,COMPLETE,0.6666666666666666,1200,0.012335440496396463,0.8897419652972062,0.6570346723198563,5.0,0.5896239409117248,2,1.4308985301451715,0.5657044612096446,0.01,0.6666666666666666,0.46399999999999997,6.656,0.6432772781132049,0.9161097745700792,0.024830424131830887,11.97252480010502
9,COMPLETE,0.7126436781609194,1300,0.029215481703836702,0.7130849428464143,0.6693956169759278,0.1,0.9384112925422111,8,8.35649872065373,5.301540742812094,5.0,0.7126436781609194,0.496,7.115034482758621,0.6706359660753844,0.9238056108322527,0.05225356972025231,17.15380079986062
10,COMPLETE,0.6934865900383141,600,0.03449020857125909,0.6702785626171652,0.8048486535922554,0.0,0.5159276251366338,4,12.699487997953478,0.3221017708539719,0.0,0.6934865900383141,0.48266666666666663,6.923770114942529,0.6685498447044468,0.9241587216727553,0.04334754214170406,12.480163599946536
11,COMPLETE,0.7088122605363986,700,0.04212046627193122,0.8022126394081376,0.9136059688668687,0.0,1.5335142418347163,5,4.480871712288093,2.8763625245633087,0.0,0.7088122605363986,0.49333333333333335,7.076781609195403,0.6899160333706177,0.9265809960365784,0.04629519530112862,25.555344100226648
12,COMPLETE,0.7279693486590038,500,0.04529382560678891,0.8212494434472604,0.9713618285158027,0.1,0.8549983558470834,5,1.144676918035216,0.30107157419880454,0.1,0.7279693486590038,0.5066666666666667,7.268045977011494,0.6989807676015581,0.9274505727325829,0.04435186552793189,23.218528599943966
13,COMPLETE,0.6973180076628352,700,0.04150953372246188,0.7213087866698801,0.9585077898554023,0.1,1.1853157017178497,3,1.0368517005279834,1.078998224590942,0.01,0.6973180076628352,0.48533333333333334,6.962022988505747,0.6756708637950523,0.921140779021916,0.04629519530112862,19.75901159993373
