trial,state,fold,recall_at_10,precision_at_10,lift_at_10,captured,reviewed,positives,average_precision,roc_auc,pr_auc_trapezoid,accuracy,precision,recall,f1,confusion_matrix,seconds,train_rows,valid_rows,train_positive,weight_ratio
0,COMPLETE,0,0.7586206896551724,0.528,7.574068965517242,66,125,87,0.7203099155051346,0.9357866286494996,0.7191839577989759,0.9527243589743589,0.6891891891891891,0.5862068965517241,0.6335403726708074,"[[1138, 23], [36, 51]]",7.617637100047432,2496,1248,174,13.344827586206897
0,COMPLETE,1,0.6551724137931034,0.456,6.541241379310345,57,125,87,0.6249475700702616,0.8918391794628094,0.6235949883129597,0.9431089743589743,0.6,0.5517241379310345,0.5748502994011976,"[[1129, 32], [39, 48]]",7.66527340002358,2496,1248,174,13.344827586206897
0,COMPLETE,2,0.7701149425287356,0.536,7.688827586206897,67,125,87,0.7408361209560035,0.9495777520369875,0.7397259211863259,0.9575320512820513,0.765625,0.5632183908045977,0.6490066225165563,"[[1146, 15], [38, 49]]",6.367568299989216,2496,1248,174,13.344827586206897
1,COMPLETE,0,0.735632183908046,0.512,7.344551724137931,64,125,87,0.723453201564866,0.9369944657300979,0.7223299289890094,0.9559294871794872,0.7285714285714285,0.5862068965517241,0.6496815286624203,"[[1142, 19], [36, 51]]",8.117767999996431,2496,1248,174,13.344827586206897
1,COMPLETE,1,0.6436781609195402,0.448,6.42648275862069,56,125,87,0.6281561571990933,0.8926708049937133,0.6268302017239756,0.9463141025641025,0.631578947368421,0.5517241379310345,0.588957055214724,"[[1133, 28], [39, 48]]",8.251182100037113,2496,1248,174,13.344827586206897
1,COMPLETE,2,0.7471264367816092,0.52,7.459310344827586,65,125,87,0.737806836249373,0.9468650687576109,0.7367093576447441,0.9575320512820513,0.7575757575757576,0.5747126436781609,0.6535947712418301,"[[1145, 16], [37, 50]]",7.356966800056398,2496,1248,174,13.344827586206897
2,COMPLETE,0,0.6896551724137931,0.48,6.8855172413793095,60,125,87,0.6425226620248689,0.9164364846000772,0.6409293860408697,0.9206730769230769,0.45714285714285713,0.735632183908046,0.5638766519823789,"[[1085, 76], [23, 64]]",1.5280651999637485,2496,1248,174,13.344827586206897
2,COMPLETE,1,0.6206896551724138,0.432,6.196965517241379,54,125,87,0.6117669579117827,0.8961260110685398,0.6104462569114788,0.9158653846153846,0.42857142857142855,0.6206896551724138,0.5070422535211268,"[[1089, 72], [33, 54]]",1.543064899975434,2496,1248,174,13.344827586206897
2,COMPLETE,2,0.7126436781609196,0.496,7.11503448275862,62,125,87,0.6896510265451155,0.9292920292652985,0.688503644083652,0.9222756410256411,0.4632352941176471,0.7241379310344828,0.5650224215246636,"[[1088, 73], [24, 63]]",1.4365703000221401,2496,1248,174,13.344827586206897
3,COMPLETE,0,0.6781609195402298,0.472,6.770758620689654,59,125,87,0.6346465976451864,0.9165057867276525,0.6330599396058144,0.8974358974358975,0.3854748603351955,0.7931034482758621,0.518796992481203,"[[1051, 110], [18, 69]]",10.780983299948275,2496,1248,174,13.344827586206897
3,COMPLETE,1,0.6436781609195402,0.448,6.42648275862069,56,125,87,0.586359977010114,0.8927500074252279,0.5848851325356882,0.8958333333333334,0.3630573248407643,0.6551724137931034,0.4672131147540984,"[[1061, 100], [30, 57]]",10.84544150007423,2496,1248,174,13.344827586206897
3,COMPLETE,2,0.6896551724137931,0.48,6.8855172413793095,60,125,87,0.6607506247351316,0.933945172116784,0.6593533838389656,0.9038461538461539,0.40119760479041916,0.7701149425287356,0.5275590551181102,"[[1061, 100], [20, 67]]",7.006843000068329,2496,1248,174,13.344827586206897
